Run_1,Run_2,Iteration,Mean_HV,Std_HV,Best_HV
0.0030129841782357094,0.002887779456086103,0,0.002950381817160906,6.260236107480323e-05,0.0030129841782357094
0.0030129841782357094,0.0034949521546980148,1,0.0032539681664668623,0.00024098398823115268,0.0034949521546980148
0.0030129841782357094,0.0034949521546980148,2,0.0032539681664668623,0.00024098398823115268,0.0034949521546980148
0.0030129841782357094,0.0034949521546980148,3,0.0032539681664668623,0.00024098398823115268,0.0034949521546980148
0.003534092640764092,0.0034949521546980148,4,0.0035145223977310533,1.9570243033038576e-05,0.003534092640764092
0.003534092640764092,0.0034949521546980148,5,0.0035145223977310533,1.9570243033038576e-05,0.003534092640764092
0.003534092640764092,0.003688420617674979,6,0.003611256629219535,7.716398845544347e-05,0.003688420617674979
0.0038004301065916305,0.0038989733955392242,7,0.0038497017510654274,4.927164447379685e-05,0.0038989733955392242
0.0038004301065916305,0.0038989733955392242,8,0.0038497017510654274,4.927164447379685e-05,0.0038989733955392242
0.0038004301065916305,0.0038989733955392242,9,0.0038497017510654274,4.927164447379685e-05,0.0038989733955392242
0.0038004301065916305,0.0038989733955392242,10,0.0038497017510654274,4.927164447379685e-05,0.0038989733955392242
0.0038004301065916305,0.0038989733955392242,11,0.0038497017510654274,4.927164447379685e-05,0.0038989733955392242
0.0038114705929305536,0.0038989733955392242,12,0.0038552219942348887,4.3751401304335325e-05,0.0038989733955392242
0.0038114705929305536,0.0038989733955392242,13,0.0038552219942348887,4.3751401304335325e-05,0.0038989733955392242
0.0038114705929305536,0.0038989733955392242,14,0.0038552219942348887,4.3751401304335325e-05,0.0038989733955392242
0.0038114705929305536,0.0038989733955392242,15,0.0038552219942348887,4.3751401304335325e-05,0.0038989733955392242
0.0038114705929305536,0.0038989733955392242,16,0.0038552219942348887,4.3751401304335325e-05,0.0038989733955392242
0.0038114705929305536,0.0038989733955392242,17,0.0038552219942348887,4.3751401304335325e-05,0.0038989733955392242
0.0038114705929305536,0.004042758882445047,18,0.0039271147376878,0.0001156441447572468,0.004042758882445047
0.0038114705929305536,0.004042758882445047,19,0.0039271147376878,0.0001156441447572468,0.004042758882445047
0.004196294218972105,0.004578625336590969,20,0.004387459777781537,0.00019116555880943197,0.004578625336590969
