iter	RMSE
115	0.079120048
116	0.07843122749
117	0.07842990437
118	0.07841445423
119	0.07841221568
120	0.07812292332
121	0.07812088505
122	0.07770380204
123	0.07770299217
124	0.07770259979
125	0.07770107347
126	0.07769922464
127	0.07696878729
128	0.07696768594
129	0.07696591636
130	0.07656654387
131	0.07654589813
132	0.07654464917
133	0.07653412488
134	0.07623609388
135	0.07598541629
136	0.07575284862
137	0.07534810274
138	0.07534793439
139	0.07534775604
140	0.0753473066
141	0.07534720667
142	0.07506177312
143	0.07439137825
144	0.07410304337
145	0.07410051132
146	0.07359607312
147	0.07359571112
148	0.07359550853
149	0.07359550219
150	0.07359538571
151	0.07337662321
152	0.07337641037
153	0.07337570618
154	0.07299016544
155	0.07246328731
156	0.07246328186
157	0.07246296025
158	0.07246249573
159	0.07246248705
160	0.07204733715
161	0.07182256759
162	0.07141320764
163	0.07141279327
164	0.07141240542
165	0.07141237037
166	0.07141236903
167	0.0714116956
168	0.07141169343
169	0.07115892893
170	0.07078893163
171	0.07078892595
172	0.07078861221
173	0.07078861025
174	0.07078802136
175	0.07078801887
176	0.07060221219
177	0.07060218759
178	0.07060218506
179	0.07060218276
180	0.07060156722
181	0.07028788253
182	0.07028787969
183	0.06985920015
184	0.06985909572
185	0.06963591142
186	0.06963591007
187	0.06963590538
188	0.06936977415
189	0.06936977269
190	0.06907760981
191	0.06907759539
192	0.06907759348
193	0.06907759175
194	0.06907759019
195	0.06907758878
196	0.06907757684
197	0.06889488206
198	0.06889488075
199	0.06879429372
200	0.06879429225
201	0.06879429092
202	0.0687942897
203	0.06850059211
204	0.06850059085
205	0.06850058972
206	0.06838956716
207	0.06838956618
208	0.06812724663
209	0.06812724565
210	0.06812723117
211	0.0678708411
212	0.06787083938
213	0.06769298461
214	0.06744275568
215	0.06725289587
216	0.06703882124
217	0.06703665452
218	0.06703464847
219	0.06679188933
220	0.06679187683
221	0.06679186546
222	0.06678992846
223	0.06618937979
224	0.06618761861
225	0.06606917295
226	0.06606911007
227	0.06584585616
228	0.06584580932
229	0.06584576661
230	0.06584572766
231	0.06584569215
232	0.06576797482
233	0.06562764824
234	0.06562588882
235	0.06562582681
236	0.06562577027
237	0.06550057848
238	0.06550042732
239	0.065498721
240	0.06549697265
241	0.0654953546
242	0.06501811012
243	0.06486706894
244	0.06486691865
245	0.06486678246
246	0.06486665906
247	0.06472188775
248	0.06472174508
249	0.06472035292
250	0.06471908232
251	0.06442891843
252	0.0644287552
253	0.06442860729
254	0.06442741045
255	0.06442631818
256	0.06442532132
257	0.06442514952
258	0.06442499384
259	0.06442405973
260	0.06442320728
261	0.06442304273
262	0.06442289362
263	0.06442209295
264	0.06442194681
265	0.0644218144
266	0.06430479777
267	0.06430404246
268	0.06430335328
269	0.06412813275
270	0.06412740113
271	0.06412656317
272	0.06399929185
273	0.06399914314
274	0.0639985531
275	0.06399840751
276	0.06399785897
277	0.06399771655
278	0.06399720622
279	0.06388963067
280	0.06388955257
281	0.06388898397
282	0.06388846575
283	0.06388799343
284	0.06379190682
285	0.06379147778
286	0.06333772492
287	0.06333759078
288	0.06333746923
289	0.06303163731
290	0.06303153484
291	0.06276845742
292	0.06276729224
293	0.06267082897
294	0.06267074831
295	0.06267067523
296	0.06267060095
297	0.06267053227
298	0.06238031476
299	0.06238026815
300	0.06228335872
301	0.06228271964
302	0.06228267723
303	0.06220167545
304	0.06212165416
305	0.06212095496
306	0.06212093998
307	0.06212029903
308	0.06166914719
309	0.06159180481
310	0.06159180194
311	0.06159179933
312	0.06136443255
313	0.0613635378
314	0.06136353693
315	0.06136272367
316	0.06123798992
317	0.06123798296
318	0.06123728143
319	0.06112546619
320	0.06112245092
321	0.06107231231
322	0.06107230964
323	0.06107106988
324	0.06107037209
325	0.06098311473
326	0.0609801169
327	0.06061713909
328	0.06061639273
329	0.06061638931
330	0.06061570788
331	0.06061508774
332	0.06050427489
333	0.06050425762
334	0.0604028427
335	0.06040169565
336	0.06023524861
337	0.06023523308
338	0.06023521901
339	0.06023520626
340	0.06023254667
341	0.05986416681
342	0.05956684615
343	0.05951059944
344	0.0595079735
345	0.05950797336
346	0.05950797323
347	0.05950180261
348	0.05942972113
349	0.05916212359
350	0.05915972043
351	0.05915742091
352	0.05915730748
353	0.05912287307
354	0.05912066281
355	0.05908807237
356	0.05873207742
357	0.05865293376
358	0.05864609257
359	0.05864593064
360	0.0586395042
361	0.05863750581
362	0.05858813251
363	0.05858082951
364	0.05852167608
365	0.05852152883
366	0.05852132922
367	0.05851561515
368	0.05851548736
369	0.05850993961
370	0.05850977088
371	0.05833536267
372	0.05833037451
373	0.05832567928
374	0.05830747847
375	0.05830725231
376	0.05830704701
377	0.0582346337
378	0.05812421861
379	0.05812404251
380	0.05799997183
381	0.0579998108
382	0.05799552653
383	0.05799538423
384	0.05799135324
385	0.05798755623
386	0.05793210364
387	0.05793197302
388	0.05793185444
389	0.05793176961
390	0.05792836753
391	0.05792516169
392	0.05792214003
393	0.05792110812
394	0.05767320432
395	0.05743725587
396	0.05743712136
397	0.05726961128
398	0.05707844701
399	0.05690635379
400	0.05670224091
401	0.05669577141
402	0.05669563541
403	0.05667954003
404	0.05667704044
405	0.05631778005
406	0.05600890429
407	0.05600608524
408	0.05600587664
409	0.05600181871
410	0.05572943517
411	0.05551765575
412	0.05517496501
413	0.05516980261
414	0.0551695854
415	0.05516691571
416	0.05516673534
417	0.05516535282
418	0.05516249096
419	0.05516129384
420	0.05495189127
421	0.05478303773
422	0.05478300725
423	0.05476435927
424	0.05476165886
425	0.05475954582
426	0.05475934881
427	0.05475920734
428	0.05475717644
429	0.05465268586
430	0.05450161965
431	0.05450145301
432	0.05449957895
433	0.05449851433
434	0.05449623451
435	0.05449616585
436	0.05449437343
437	0.05449226943
438	0.05423537543
439	0.05397723471
440	0.05397707898
441	0.05397705259
442	0.05397691328
443	0.05397523968
444	0.05385822384
445	0.05384856901
446	0.05383973218
447	0.05383814923
448	0.05383047668
449	0.05383034438
450	0.05382759083
451	0.05382615377
452	0.05367095664
453	0.05366328372
454	0.05366262322
455	0.05366166706
456	0.05364309729
457	0.0536417492
458	0.05364094487
459	0.05364084435
460	0.05336603909
461	0.05336485366
462	0.05330567013
463	0.05330454802
464	0.05330348724
465	0.05325038438
466	0.05325027233
467	0.05312240391
468	0.05312031052
469	0.05297104581
470	0.05297085573
471	0.05296979924
472	0.05295224143
473	0.05278247948
474	0.05278242935
475	0.05261093804
476	0.05251660185
477	0.05251555508
478	0.05251465182
479	0.05251216625
480	0.05229322269
481	0.05229302113
482	0.05229283747
483	0.05211957625
484	0.05211756198
485	0.05211573554
486	0.05211537374
487	0.05196046666
488	0.05189945314
489	0.05179559799
490	0.05150062059
491	0.05149977728
492	0.05144061625
493	0.05125518398
494	0.05125437587
495	0.05110730918
496	0.05110677467
497	0.05110473642
498	0.05100554119
499	0.05084619721
500	0.05084617873
501	0.05084584252
502	0.05078824795
503	0.05078792573
504	0.05078710792
505	0.05061256681
506	0.05061187628
507	0.05061125102
508	0.0506104438
509	0.05053046644
510	0.05053044718
511	0.05041188865
512	0.05040951423
513	0.05040889245
514	0.05029931187
515	0.05029872845
516	0.05025453409
517	0.05020526043
518	0.05020524692
519	0.05020523461
520	0.0501829677
521	0.05018239085
522	0.05018186862
523	0.05017150132
524	0.04999193412
525	0.04998499665
526	0.04982254287
527	0.04980025728
528	0.04971021622
529	0.04971021307
530	0.0496977442
531	0.04966983341
532	0.04966935817
533	0.04952740577
534	0.0495075781
535	0.04950757621
536	0.04950712118
537	0.04943258345
538	0.04943257783
539	0.04940632966
540	0.04940632315
541	0.04926262268
542	0.04926261276
543	0.04926220395
544	0.0492621945
545	0.0491149385
546	0.04911339271
547	0.04911337967
548	0.04911298612
549	0.04910331291
550	0.04908578427
551	0.04899448821
552	0.04899447493
553	0.04886096442
554	0.04884149986
555	0.04878330721
556	0.04878329013
557	0.04878280341
558	0.04873599356
559	0.04873597847
560	0.04857143243
561	0.04843913193
562	0.04840483306
563	0.04837078547
564	0.0483693027
565	0.04831178651
566	0.04828421951
567	0.04828279368
568	0.0482814287
569	0.04825218864
570	0.04825163319
571	0.04825157031
572	0.04814087696
573	0.04811611761
574	0.04809113252
575	0.04809061167
576	0.04809054701
577	0.04802132687
578	0.04802083754
579	0.04801960408
580	0.04784348863
581	0.0478213257
582	0.04768141861
583	0.04766891553
584	0.04760591469
585	0.04755617578
586	0.04744291606
587	0.04744282804
588	0.04744274785
589	0.04743227049
590	0.04743220306
591	0.04732285693
592	0.04727881508
593	0.04727874968
594	0.04717721219
595	0.0471602538
596	0.04716017078
597	0.04716009514
598	0.04715129632
599	0.04707546569
600	0.04706223869
601	0.04703900378
602	0.0470384748
603	0.04703841986
604	0.04703537568
605	0.04701649954
606	0.04699794603
607	0.04698274729
608	0.04696674651
609	0.04693053796
610	0.04693052874
611	0.04682880488
612	0.04677709851
613	0.04670637885
614	0.04670633161
615	0.04670628856
616	0.04669248691
617	0.04669244173
618	0.04668265457
619	0.04667095882
620	0.04667090179
621	0.04666355545
622	0.04666349989
623	0.04666344927
624	0.04647433252
625	0.04639975175
626	0.04630381412
627	0.04630376632
628	0.04629141857
629	0.04629137253
630	0.04629133057
631	0.04626646576
632	0.04625472206
633	0.04624968801
634	0.04624259772
635	0.04623729995
636	0.04622726377
637	0.04621668351
638	0.04621213096
639	0.04611605298
640	0.04611282021
641	0.04611277595
642	0.04611273561
643	0.04594113005
644	0.04592088226
645	0.04591794343
646	0.04591526578
647	0.04591520858
648	0.04591277044
649	0.0459127199
650	0.04591049961
651	0.04590847624
652	0.04590843282
653	0.04587880667
654	0.04587876187
655	0.04587872105
656	0.04587868386
657	0.04587864998
658	0.04587679842
659	0.04587014785
660	0.045868461
661	0.04584737655
662	0.04578585534
663	0.04573768985
664	0.0457376548
665	0.0457348657
666	0.04570579715
667	0.04569139632
668	0.04568781331
669	0.04557893304
670	0.04556177701
671	0.04556009413
672	0.04556001396
673	0.04555994092
674	0.04555289046
675	0.04555147022
676	0.04555141485
677	0.04555136441
678	0.04546178607
679	0.04546044825
680	0.04532823786
681	0.04532694519
682	0.04532690646
683	0.04532628483
684	0.04532625236
685	0.04532507727
686	0.04532400687
687	0.04532303176
688	0.0453230061
689	0.04532211881
690	0.04530736492
691	0.04526874544
692	0.04525908521
693	0.04525825769
694	0.04525749972
695	0.04525746225
696	0.04518223422
697	0.04517941385
698	0.04517937522
699	0.04517864161
700	0.04517797831
701	0.04517794741
702	0.04517777386
703	0.04517774733
704	0.04517772329
705	0.04517768418
706	0.04516778151
707	0.04516775865
708	0.04516308228
709	0.04516306124
710	0.04509502648
711	0.04509500814
712	0.04496924386
713	0.04496850481
714	0.044968256
715	0.04496758219
716	0.04496696159
717	0.0449649007
718	0.04489194812
719	0.04488504992
720	0.04487619099
721	0.04487559911
722	0.04487500758
723	0.0448726158
724	0.04487181753
725	0.04487136903
726	0.04477595222
727	0.04477363023
728	0.04474424072
729	0.04460344028
730	0.04460073142
731	0.04459708713
732	0.0445205099
733	0.04452048646
734	0.04452045648
735	0.04451993142
736	0.04449616401
737	0.04447938728
738	0.04447227734
739	0.04447181058
740	0.0444717787
741	0.04446474411
742	0.04446433127
743	0.04444364688
744	0.04444362885
745	0.04444358962
746	0.04444312598
747	0.04443231838
748	0.04443207765
749	0.04443023221
750	0.0444243673
751	0.04442397713
752	0.04440811262
753	0.0444014401
754	0.04439591205
755	0.04439080095
756	0.04438084497
757	0.04431840047
758	0.04431797003
759	0.04431761356
760	0.04431459973
761	0.04431427378
762	0.04431398127
763	0.04431388035
764	0.04431100618
765	0.04430060168
766	0.0443003156
767	0.04429755487
768	0.04428952676
769	0.04428503939
770	0.04427922353
771	0.04427696442
772	0.0442768666
773	0.0442765653
774	0.04427644495
775	0.04427619625
776	0.04426477035
777	0.04426468381
778	0.04426461721
779	0.04424432139
780	0.04423676378
781	0.04423673147
782	0.04423215728
783	0.04412891581
784	0.04411605879
785	0.04411210776
786	0.04411198556
787	0.04406279272
788	0.04406052055
789	0.04406042095
790	0.04405613191
791	0.0440515299
792	0.04398952092
793	0.04397630408
794	0.043878617
795	0.04387783322
796	0.04381549634
797	0.04381539237
798	0.04380384046
799	0.04380380226
800	0.04380104062
801	0.04379694746
802	0.04379657129
803	0.04379260608
804	0.04378950483
805	0.04378787699
806	0.04378071705
807	0.04378058794
808	0.04376139567
809	0.04375762817
810	0.04374597906
811	0.0437452908
812	0.04374494352
813	0.04374368827
814	0.04373610274
815	0.04373595374
816	0.04373563216
817	0.04373356
818	0.04363112151
819	0.0436298608
820	0.04362912399
821	0.04362502519
822	0.04362272061
823	0.04361540565
824	0.04361482479
825	0.04361478357
826	0.04361463527
827	0.04356126877
828	0.04356114126
829	0.04356081766
830	0.04355950019
831	0.0435593994
832	0.0435591492
833	0.04355900583
834	0.04354298446
835	0.04354270099
836	0.04354158454
837	0.04354132428
838	0.04354123098
839	0.0435409984
840	0.04353961429
841	0.04353692406
842	0.04353510961
843	0.04351218053
844	0.04350570836
845	0.04350295707
846	0.04345134647
847	0.04344932067
848	0.04338627742
849	0.0433844935
850	0.04338444173
851	0.04338268133
852	0.04332492152
853	0.04332389904
854	0.04323786419
855	0.04323694541
856	0.04323575341
857	0.04323301031
858	0.04323072743
859	0.04322971662
860	0.0432287667
861	0.0432287347
862	0.04310988069
863	0.04310981422
864	0.04310794284
865	0.04309920234
866	0.04309481944
867	0.04309328967
868	0.04309315964
869	0.04309309635
870	0.04309068718
871	0.04309062825
872	0.04309057456
873	0.04308984046
874	0.04308346448
875	0.04307756532
876	0.04295431492
877	0.04295400714
878	0.04295396314
879	0.04295265291
880	0.0429526197
881	0.04294926185
882	0.0429038989
883	0.04290327567
884	0.04290325328
885	0.04290323288
886	0.04290191225
887	0.04290188981
888	0.04289623478
889	0.04289621102
890	0.04274917991
891	0.04268143249
892	0.04268083703
893	0.04267416528
894	0.04267295491
895	0.04264426995
896	0.04264386495
897	0.04264383299
898	0.04264380386
899	0.04264297719
900	0.04264223403
901	0.04263713692
902	0.04263227809
903	0.04262995157
904	0.04262891453
905	0.0426288974
906	0.04262859563
907	0.04262852133
908	0.04262850673
909	0.04254885356
910	0.04254836136
911	0.04254803982
912	0.04254796206
913	0.04254795447
914	0.04254774328
915	0.04253262682
916	0.04253220014
917	0.04253153936
918	0.04253152573
919	0.04253068224
920	0.0425275096
921	0.04247439006
922	0.04247066449
923	0.04247065846
924	0.04247001915
925	0.04246664505
926	0.04235975024
927	0.04235481041
928	0.04235413765
929	0.04228994962
930	0.04228956039
931	0.04228900292
932	0.0422888995
933	0.04228889412
934	0.04228813148
935	0.04228521549
936	0.04228520284
937	0.04228510322
938	0.04228065157
939	0.04227823636
940	0.04227822288
941	0.042278125
942	0.04227793871
943	0.04221904719
944	0.04221886364
945	0.04221830537
946	0.04221814687
947	0.04221764016
948	0.04221726809
949	0.04221535386
950	0.04221471888
951	0.04221471697
952	0.04221440263
953	0.04221407547
954	0.04218120039
955	0.04218102989
956	0.04218081365
957	0.04217475255
958	0.0421116052
959	0.04211088977
960	0.04211072695
961	0.04211071375
962	0.04211070182
963	0.04211055712
964	0.04211028501
965	0.04211017781
966	0.04210812387
967	0.04210726466
968	0.04210710922
969	0.04202064595
970	0.04202057101
971	0.0419235825
972	0.04192352377
973	0.0418200701
974	0.04181941025
975	0.04181936818
976	0.04181879083
977	0.0417791488
978	0.04172913832
979	0.04172848752
980	0.04169845867
981	0.04169840309
982	0.04169835274
983	0.04164933419
984	0.04164878292
985	0.04164855472
986	0.04156146373
987	0.04156141809
988	0.0414950226
989	0.04149497784
990	0.04148209855
991	0.04148165099
992	0.0414811651
993	0.04147642515
994	0.04147638388
995	0.04147622897
996	0.04144536217
997	0.0414453349
998	0.04144529712
999	0.04144514015
