Run_1,Run_2,Iteration,Mean_HV,Std_HV,Best_HV
11.924559915561584,11.879330814235797,0,11.90194536489869,0.022614550662893862,11.924559915561584
11.970249232043734,11.911166158878672,1,11.940707695461203,0.029541536582531336,11.970249232043734
11.970249232043734,11.911166158878672,2,11.940707695461203,0.029541536582531336,11.970249232043734
11.972793537945485,11.911166158878672,3,11.941979848412078,0.030813689533406574,11.972793537945485
11.972793537945485,11.911166158878672,4,11.941979848412078,0.030813689533406574,11.972793537945485
11.972793537945485,11.911166158878672,5,11.941979848412078,0.030813689533406574,11.972793537945485
11.972793537945485,11.911166158878672,6,11.941979848412078,0.030813689533406574,11.972793537945485
11.972793537945485,11.916067093616343,7,11.944430315780913,0.028363222164570878,11.972793537945485
11.972793537945485,11.916067093616343,8,11.944430315780913,0.028363222164570878,11.972793537945485
11.972793537945485,11.945883556879773,9,11.959338547412628,0.013454990532856037,11.972793537945485
11.972793537945485,11.945883556879773,10,11.959338547412628,0.013454990532856037,11.972793537945485
11.972793537945485,11.9693003267418,11,11.971046932343643,0.0017466056018422549,11.972793537945485
11.972793537945485,11.9693003267418,12,11.971046932343643,0.0017466056018422549,11.972793537945485
11.982165520489493,11.9693003267418,13,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,14,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,15,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,16,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,17,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,18,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,19,11.975732923615647,0.006432596873846563,11.982165520489493
11.982165520489493,11.9693003267418,20,11.975732923615647,0.006432596873846563,11.982165520489493
